company_number,composition_name,ticker,year,need_price,need_shares,need_marketcap,need_dividend
04190816,BT GROUP PLC,BT.A,2005,True,True,True,True
04190816,BT GROUP PLC,BT.A,2006,True,True,True,True
04190816,BT GROUP PLC,BT.A,2007,True,True,True,True
04190816,BT GROUP PLC,BT.A,2008,True,True,True,True
04190816,BT GROUP PLC,BT.A,2009,True,True,True,True
04190816,BT GROUP PLC,BT.A,2010,True,True,True,True
04190816,BT GROUP PLC,BT.A,2011,True,True,True,True
04190816,BT GROUP PLC,BT.A,2012,True,True,True,True
04190816,BT GROUP PLC,BT.A,2013,True,True,True,True
04190816,BT GROUP PLC,BT.A,2014,True,True,True,True
04190816,BT GROUP PLC,BT.A,2015,True,True,True,True
04190833,O2,,2001,True,True,True,True
04190833,O2,,2002,True,True,True,True
04190833,O2,,2003,True,True,True,True
04190833,O2,,2004,True,True,True,True
04190833,O2,,2005,True,True,True,True
04191106,GKN,,2002,True,True,True,True
04191106,GKN,,2003,True,True,True,True
04191106,GKN,,2010,True,True,True,True
04191106,GKN,,2011,True,True,True,True
04191106,GKN,,2012,True,True,True,True
04191106,GKN,,2013,True,True,True,True
04191106,GKN,,2014,True,True,True,True
04191106,GKN,,2015,True,True,True,True
04191122,Canary Wharf Group,,2001,True,True,True,True
04191122,Canary Wharf Group,,2002,True,True,True,True
04212563,William Hill,,2004,True,True,True,True
04212563,William Hill,,2013,True,True,True,True
04345939,Xstrata,,2002,True,True,True,True
04345939,Xstrata,,2003,True,True,True,True
04345939,Xstrata,,2004,True,True,True,True
04345939,Xstrata,,2005,True,True,True,True
04345939,Xstrata,,2006,True,True,True,True
04345939,Xstrata,,2007,True,True,True,True
04345939,Xstrata,,2008,True,True,True,True
04345939,Xstrata,,2009,True,True,True,True
04345939,Xstrata,,2010,True,True,True,True
04345939,Xstrata,,2011,True,True,True,True
04345939,Xstrata,,2012,True,True,True,True
04452715,Alliance Boots,,2006,True,True,True,True
04740415,Vedanta Resources,,2006,True,True,True,True
04740415,Vedanta Resources,,2007,True,True,True,True
04740415,Vedanta Resources,,2008,True,True,True,True
04740415,Vedanta Resources,,2009,True,True,True,True
04740415,Vedanta Resources,,2010,True,True,True,True
04740415,Vedanta Resources,,2011,True,True,True,True
04740415,Vedanta Resources,,2012,True,True,True,True
04886115,Inmarsat,,2008,True,True,True,True
04886115,Inmarsat,,2009,True,True,True,True
04886115,Inmarsat,,2010,True,True,True,True
04886115,Inmarsat,,2015,True,True,True,True
04992207,G4S,,2007,True,True,True,True
04992207,G4S,,2008,True,True,True,True
04992207,G4S,,2009,True,True,True,True
04992207,G4S,,2010,True,True,True,True
04992207,G4S,,2011,True,True,True,True
04992207,G4S,,2012,True,True,True,True
04992207,G4S,,2013,True,True,True,True
04992207,G4S,,2014,True,True,True,True
05186841,International Power,,2001,True,True,True,True
05186841,International Power,,2005,True,True,True,True
05186841,International Power,,2006,True,True,True,True
05186841,International Power,,2007,True,True,True,True
05186841,International Power,,2008,True,True,True,True
05186841,International Power,,2009,True,True,True,True
05186841,International Power,,2010,True,True,True,True
05186841,International Power,,2011,True,True,True,True
05757208,BAA,,2001,True,True,True,True
05757208,BAA,,2002,True,True,True,True
05757208,BAA,,2003,True,True,True,True
05757208,BAA,,2004,True,True,True,True
05757208,BAA,,2005,True,True,True,True
05863533,Home Retail Group,,2006,True,True,True,True
05863533,Home Retail Group,,2007,True,True,True,True
05863533,Home Retail Group,,2008,True,True,True,True
05863533,Home Retail Group,,2009,True,True,True,True
06023510,Eurasian Natural Resources Corporation,,2008,False,True,True,False
06023510,Eurasian Natural Resources Corporation,,2009,False,True,True,False
06023510,Eurasian Natural Resources Corporation,,2010,False,True,True,False
06023510,Eurasian Natural Resources Corporation,,2011,False,True,True,False
06023510,Eurasian Natural Resources Corporation,,2012,False,True,True,False
06072876,TUI Travel,,2007,True,True,True,True
06072876,TUI Travel,,2008,True,True,True,True
06072876,TUI Travel,,2009,True,True,True,True
06072876,TUI Travel,,2010,True,True,True,True
06072876,TUI Travel,,2012,True,True,True,True
06072876,TUI Travel,,2013,True,True,True,True
06091951,Thomas Cook Group,,2007,True,True,True,True
06091951,Thomas Cook Group,,2008,True,True,True,True
06091951,Thomas Cook Group,,2009,True,True,True,True
06497379,Cadbury Plc,,2008,True,True,True,True
06497379,Cadbury Plc,,2009,True,True,True,True
06534088,Carphone Warehouse Group,,2007,True,True,True,True
06722436,Resolution Limited,,2008,False,True,True,False
06722436,Resolution Limited,,2009,False,True,True,False
06722436,Resolution Limited,,2010,False,True,True,False
06722436,Resolution Limited,,2011,False,True,True,False
06722436,Resolution Limited,,2012,False,True,True,False
06722436,Resolution Limited,,2013,False,True,True,False
07108619,Essar Energy,,2010,True,True,True,True
07108619,Essar Energy,,2011,True,True,True,True
08577185,Slough Estates,,2006,True,True,True,True
08700412,Merlin Entertainments,,2015,True,True,True,True
08762327,Worldpay Group,,2015,True,True,True,True
08815102,Yell Group,,2003,True,True,True,True
08815102,Yell Group,,2004,True,True,True,True
08815102,Yell Group,,2005,True,True,True,True
08815102,Yell Group,,2006,True,True,True,True
08815102,Yell Group,,2007,True,True,True,True
09132358,Kazakhmys,,2005,True,True,True,True
09132358,Kazakhmys,,2006,True,True,True,True
09132358,Kazakhmys,,2007,True,True,True,True
09132358,Kazakhmys,,2008,True,True,True,True
09132358,Kazakhmys,,2009,True,True,True,True
09132358,Kazakhmys,,2010,True,True,True,True
09132358,Kazakhmys,,2011,True,True,True,True
09132358,Kazakhmys,,2012,True,True,True,True
09406669,Amersham,,2001,True,True,True,True
09406669,Amersham,,2002,True,True,True,True
09406669,Amersham,,2003,True,True,True,True
09496208,Amec,,2007,True,True,True,True
09496208,Amec,,2008,True,True,True,True
09496208,Amec,,2009,True,True,True,True
09496208,Amec,,2010,True,True,True,True
09496208,Amec,,2011,True,True,True,True
09496208,Amec,,2012,True,True,True,True
09496208,Amec,,2013,True,True,True,True
10517727,Enterprise Inns,,2004,True,True,True,True
10517727,Enterprise Inns,,2005,True,True,True,True
10517727,Enterprise Inns,,2006,True,True,True,True
10517727,Enterprise Inns,,2007,True,True,True,True
11299879,ARM Holdings,,2001,True,True,True,True
11299879,ARM Holdings,,2010,True,True,True,True
11299879,ARM Holdings,,2011,True,True,True,True
11299879,ARM Holdings,,2012,True,True,True,True
11299879,ARM Holdings,,2013,True,True,True,True
11299879,ARM Holdings,,2014,True,True,True,True
11299879,ARM Holdings,,2015,True,True,True,True
11606773,Standard Life,SDLF,2006,True,True,True,True
11606773,Standard Life,SDLF,2007,True,True,True,True
11606773,Standard Life,SDLF,2008,True,True,True,True
11606773,Standard Life,SDLF,2009,True,True,True,True
11606773,Standard Life,SDLF,2010,True,True,True,True
11606773,Standard Life,SDLF,2011,True,True,True,True
11606773,Standard Life,SDLF,2012,True,True,True,True
11606773,Standard Life,SDLF,2013,True,True,True,True
11606773,Standard Life,SDLF,2014,True,True,True,True
11606773,Standard Life,SDLF,2015,True,True,True,True
12620781,Dixons Group,,2001,True,True,True,True
12620781,Dixons Group,,2002,True,True,True,True
12620781,Dixons Group,,2003,True,True,True,True
12620781,Dixons Group,,2004,True,True,True,True
12664251,Tomkins,,2002,True,True,True,True
12664251,Tomkins,,2003,True,True,True,True
14236527,Liberty International,,2002,True,True,True,True
14236527,Liberty International,,2003,True,True,True,True
14236527,Liberty International,,2004,True,True,True,True
14236527,Liberty International,,2005,True,True,True,True
14236527,Liberty International,,2006,True,True,True,True
14236527,Liberty International,,2007,True,True,True,True
14236527,Liberty International,,2008,True,True,True,True
14236527,Liberty International,,2009,True,True,True,True
14240638,Royal Mail,,2013,True,True,True,True
14240638,Royal Mail,,2014,True,True,True,True
14240638,Royal Mail,,2015,True,True,True,True
14696069,Emap,,2002,True,True,True,True
14696069,Emap,,2003,True,True,True,True
14696069,Emap,,2004,True,True,True,True
15998687,Barratt Developments,BTRW,2014,True,True,True,True
15998687,Barratt Developments,,2015,True,True,True,True
16051356,Petrofac,,2009,True,True,True,True
16051356,Petrofac,,2010,True,True,True,True
16051356,Petrofac,,2011,True,True,True,True
16051356,Petrofac,,2012,True,True,True,True
16051356,Petrofac,,2013,True,True,True,True
16133984,Aberdeen Asset Management,ABDN,2012,True,True,True,True
16133984,Aberdeen Asset Management,ABDN,2013,True,True,True,True
16133984,Aberdeen Asset Management,ABDN,2014,True,True,True,True
16133984,Aberdeen Asset Management,ABDN,2015,True,True,True,True
16351760,Northern Rock,,2001,True,True,True,True
16351760,Northern Rock,,2002,True,True,True,True
16351760,Northern Rock,,2003,True,True,True,True
16351760,Northern Rock,,2004,True,True,True,True
16351760,Northern Rock,,2005,True,True,True,True
16351760,Northern Rock,,2006,True,True,True,True
RC000404,P&O,,2005,True,True,True,True
SC001731,Alliance Trust,ALW,2008,True,True,True,True
SC001731,Alliance Trust,ALW,2009,True,True,True,True
SC001731,Alliance Trust,,2010,True,True,True,True
SC117120,Scottish Power,,2001,True,True,True,True
SC117120,Scottish Power,,2002,True,True,True,True
SC117120,Scottish Power,,2003,True,True,True,True
SC117120,Scottish Power,,2004,True,True,True,True
SC117120,Scottish Power,,2005,True,True,True,True
SC117120,Scottish Power,,2006,True,True,True,True
SC177553,Aggreko,,2009,True,True,True,True
SC177553,Aggreko,,2010,True,True,True,True
SC177553,Aggreko,,2011,True,True,True,True
SC177553,Aggreko,,2012,True,True,True,True
SC177553,Aggreko,,2013,True,True,True,True
SC177553,Aggreko,,2014,True,True,True,True
SC218813,HBOS,,2001,True,True,True,True
SC218813,HBOS,,2002,True,True,True,True
SC218813,HBOS,,2003,True,True,True,True
SC218813,HBOS,,2004,True,True,True,True
SC218813,HBOS,,2005,True,True,True,True
SC218813,HBOS,,2006,True,True,True,True
SC218813,HBOS,,2007,True,True,True,True
SC218813,HBOS,,2008,True,True,True,True
SC270184,British Energy Group,,2007,True,True,True,True
SC270184,British Energy Group,,2008,True,True,True,True
,South African Breweries,,2001,True,True,True,True
,Hilton Group,,2002,True,True,True,True
,Hanson,,2003,True,True,True,True
,Friends Provident,,2004,True,True,True,True
,Brambles Industries,,2005,True,True,True,True
,SABMiller,,2006,True,True,True,True
,ICAP,,2007,True,True,True,True
,Amlin,,2008,True,True,True,True
,Lonmin,,2009,True,True,True,True
,African Barrick Gold,,2010,True,True,True,True
,Old Mutual,,2011,True,True,True,True
,Capital Shopping Centres Group,,2012,True,True,True,True
,Old Mutual,,2013,True,True,True,True
,Old Mutual,,2014,True,True,True,True
,Shire,,2015,True,True,True,True
