cik,fiscal_year,shares_sec,shares_url,revenue_url,net_income_url,total_assets_url
0001276520,2026,383009256,https://www.sec.gov/Archives/edgar/data/1276520/000162828026031374/0001628280-26-031374-index.htm,,,
0001278021,2011,38190699,https://www.sec.gov/Archives/edgar/data/1278021/000119312512066932/0001193125-12-066932-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000119312512066932/0001193125-12-066932-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000119312512066932/0001193125-12-066932-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000119312512066932/0001193125-12-066932-index.htm
0001278021,2012,37379876,https://www.sec.gov/Archives/edgar/data/1278021/000119312513069592/0001193125-13-069592-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000119312513069592/0001193125-13-069592-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000119312513069592/0001193125-13-069592-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000119312513069592/0001193125-13-069592-index.htm
0001278021,2013,37790658,https://www.sec.gov/Archives/edgar/data/1278021/000119312514065153/0001193125-14-065153-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000119312514065153/0001193125-14-065153-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000119312514065153/0001193125-14-065153-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000119312514065153/0001193125-14-065153-index.htm
0001278021,2014,37333505,https://www.sec.gov/Archives/edgar/data/1278021/000156459015000953/0001564590-15-000953-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459015000953/0001564590-15-000953-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459015000953/0001564590-15-000953-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459015000953/0001564590-15-000953-index.htm
0001278021,2015,37522515,https://www.sec.gov/Archives/edgar/data/1278021/000156459016013407/0001564590-16-013407-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459016013407/0001564590-16-013407-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459016013407/0001564590-16-013407-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459016013407/0001564590-16-013407-index.htm
0001278021,2016,37586345,https://www.sec.gov/Archives/edgar/data/1278021/000156459017001915/0001564590-17-001915-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459017001915/0001564590-17-001915-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459017001915/0001564590-17-001915-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459017001915/0001564590-17-001915-index.htm
0001278021,2017,37629246,https://www.sec.gov/Archives/edgar/data/1278021/000156459018002713/0001564590-18-002713-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459018002713/0001564590-18-002713-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459018002713/0001564590-18-002713-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459018002713/0001564590-18-002713-index.htm
0001278021,2018,40585293,https://www.sec.gov/Archives/edgar/data/1278021/000156459019003476/0001564590-19-003476-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459019003476/0001564590-19-003476-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459019003476/0001564590-19-003476-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459019003476/0001564590-19-003476-index.htm
0001278021,2019,37921561,https://www.sec.gov/Archives/edgar/data/1278021/000156459020004935/0001564590-20-004935-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459020004935/0001564590-20-004935-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459020004935/0001564590-20-004935-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459020004935/0001564590-20-004935-index.htm
0001278021,2020,37995877,https://www.sec.gov/Archives/edgar/data/1278021/000156459021006981/0001564590-21-006981-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459021006981/0001564590-21-006981-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459021006981/0001564590-21-006981-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459021006981/0001564590-21-006981-index.htm
0001278021,2021,37835416,https://www.sec.gov/Archives/edgar/data/1278021/000095017022001811/0000950170-22-001811-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000095017022001811/0000950170-22-001811-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000095017022001811/0000950170-22-001811-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000095017022001811/0000950170-22-001811-index.htm
0001278021,2022,37608554,https://www.sec.gov/Archives/edgar/data/1278021/000095017023003824/0000950170-23-003824-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000095017023003824/0000950170-23-003824-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000095017023003824/0000950170-23-003824-index.htm,https://www.sec.gov/Archives/edgar/data/1278021/000095017023003824/0000950170-23-003824-index.htm
