company_number,ticker,fiscal_year,value,currency,source_url
03720393,EXPN.L,2023,6619000000.0,USD,https://finance.yahoo.com/quote/EXPN.L/financials
03720393,EXPN.L,2024,7097000000.0,USD,https://finance.yahoo.com/quote/EXPN.L/financials
03720393,EXPN.L,2025,7523000000.0,USD,https://finance.yahoo.com/quote/EXPN.L/financials
03720393,EXPN.L,2026,8445000000.0,USD,https://finance.yahoo.com/quote/EXPN.L/financials
,GLEN.L,2022,255984000000.0,USD,https://finance.yahoo.com/quote/GLEN.L/financials
,GLEN.L,2023,217829000000.0,USD,https://finance.yahoo.com/quote/GLEN.L/financials
,GLEN.L,2024,230944000000.0,USD,https://finance.yahoo.com/quote/GLEN.L/financials
,GLEN.L,2025,247535000000.0,USD,https://finance.yahoo.com/quote/GLEN.L/financials
03564138,AAL.L,2022,35118000000.0,USD,https://finance.yahoo.com/quote/AAL.L/financials
03564138,AAL.L,2023,30652000000.0,USD,https://finance.yahoo.com/quote/AAL.L/financials
03564138,AAL.L,2024,17745000000.0,USD,https://finance.yahoo.com/quote/AAL.L/financials
03564138,AAL.L,2025,18546000000.0,USD,https://finance.yahoo.com/quote/AAL.L/financials
01627889,ANTO.L,2022,5862000000.0,USD,https://finance.yahoo.com/quote/ANTO.L/financials
01627889,ANTO.L,2023,6324500000.0,USD,https://finance.yahoo.com/quote/ANTO.L/financials
01627889,ANTO.L,2024,6613400000.0,USD,https://finance.yahoo.com/quote/ANTO.L/financials
01627889,ANTO.L,2025,8620300000.0,USD,https://finance.yahoo.com/quote/ANTO.L/financials
00293262,ABF.L,2023,19750000000.0,GBP,https://finance.yahoo.com/quote/ABF.L/financials
00293262,ABF.L,2024,20073000000.0,GBP,https://finance.yahoo.com/quote/ABF.L/financials
00293262,ABF.L,2025,19459000000.0,GBP,https://finance.yahoo.com/quote/ABF.L/financials
02723534,AZN.L,2022,44351000000.0,USD,https://finance.yahoo.com/quote/AZN.L/financials
02723534,AZN.L,2023,45811000000.0,USD,https://finance.yahoo.com/quote/AZN.L/financials
02723534,AZN.L,2024,54073000000.0,USD,https://finance.yahoo.com/quote/AZN.L/financials
02723534,AZN.L,2025,58739000000.0,USD,https://finance.yahoo.com/quote/AZN.L/financials
02342138,BAB.L,2023,4438600000.0,GBP,https://finance.yahoo.com/quote/BAB.L/financials
02342138,BAB.L,2024,4390100000.0,GBP,https://finance.yahoo.com/quote/BAB.L/financials
02342138,BAB.L,2025,4831300000.0,GBP,https://finance.yahoo.com/quote/BAB.L/financials
02342138,BAB.L,2026,5177700000.0,GBP,https://finance.yahoo.com/quote/BAB.L/financials
09763575,BEZ.L,2022,51300000.0,USD,https://finance.yahoo.com/quote/BEZ.L/financials
09763575,BEZ.L,2023,669100000.0,USD,https://finance.yahoo.com/quote/BEZ.L/financials
09763575,BEZ.L,2024,1013400000.0,USD,https://finance.yahoo.com/quote/BEZ.L/financials
09763575,BEZ.L,2025,1058100000.0,USD,https://finance.yahoo.com/quote/BEZ.L/financials
03407696,BATS.L,2022,27655000000.0,GBP,https://finance.yahoo.com/quote/BATS.L/financials
03407696,BATS.L,2023,27283000000.0,GBP,https://finance.yahoo.com/quote/BATS.L/financials
03407696,BATS.L,2024,25867000000.0,GBP,https://finance.yahoo.com/quote/BATS.L/financials
03407696,BATS.L,2025,25610000000.0,GBP,https://finance.yahoo.com/quote/BATS.L/financials
00621920,BLND.L,2023,418000000.0,GBP,https://finance.yahoo.com/quote/BLND.L/financials
00621920,BLND.L,2024,575000000.0,GBP,https://finance.yahoo.com/quote/BLND.L/financials
00621920,BLND.L,2025,454000000.0,GBP,https://finance.yahoo.com/quote/BLND.L/financials
00621920,BLND.L,2026,523000000.0,GBP,https://finance.yahoo.com/quote/BLND.L/financials
00358948,BNZL.L,2022,12039500000.0,GBP,https://finance.yahoo.com/quote/BNZL.L/financials
00358948,BNZL.L,2023,11797100000.0,GBP,https://finance.yahoo.com/quote/BNZL.L/financials
00358948,BNZL.L,2024,11776400000.0,GBP,https://finance.yahoo.com/quote/BNZL.L/financials
00358948,BNZL.L,2025,11845400000.0,GBP,https://finance.yahoo.com/quote/BNZL.L/financials
03458224,BRBY.L,2023,3094000000.0,GBP,https://finance.yahoo.com/quote/BRBY.L/financials
03458224,BRBY.L,2024,2968000000.0,GBP,https://finance.yahoo.com/quote/BRBY.L/financials
03458224,BRBY.L,2025,2461000000.0,GBP,https://finance.yahoo.com/quote/BRBY.L/financials
03458224,BRBY.L,2026,2420000000.0,GBP,https://finance.yahoo.com/quote/BRBY.L/financials
03033654,CNA.L,2022,23741000000.0,GBP,https://finance.yahoo.com/quote/CNA.L/financials
03033654,CNA.L,2023,26458000000.0,GBP,https://finance.yahoo.com/quote/CNA.L/financials
03033654,CNA.L,2024,19913000000.0,GBP,https://finance.yahoo.com/quote/CNA.L/financials
03033654,CNA.L,2025,19492000000.0,GBP,https://finance.yahoo.com/quote/CNA.L/financials
09717350,CCEP.L,2022,17320000000.0,EUR,https://finance.yahoo.com/quote/CCEP.L/financials
09717350,CCEP.L,2023,18302000000.0,EUR,https://finance.yahoo.com/quote/CCEP.L/financials
09717350,CCEP.L,2024,20438000000.0,EUR,https://finance.yahoo.com/quote/CCEP.L/financials
09717350,CCEP.L,2025,20901000000.0,EUR,https://finance.yahoo.com/quote/CCEP.L/financials
04083914,CPG.L,2022,28489112227.805695,USD,https://finance.yahoo.com/quote/CPG.L/financials
04083914,CPG.L,2023,37907000000.0,USD,https://finance.yahoo.com/quote/CPG.L/financials
04083914,CPG.L,2024,42002000000.0,USD,https://finance.yahoo.com/quote/CPG.L/financials
04083914,CPG.L,2025,46070000000.0,USD,https://finance.yahoo.com/quote/CPG.L/financials
10361298,CTEC.L,2022,2072500000.0,USD,https://finance.yahoo.com/quote/CTEC.L/financials
10361298,CTEC.L,2023,2142400000.0,USD,https://finance.yahoo.com/quote/CTEC.L/financials
10361298,CTEC.L,2024,2289000000.0,USD,https://finance.yahoo.com/quote/CTEC.L/financials
10361298,CTEC.L,2025,2439000000.0,USD,https://finance.yahoo.com/quote/CTEC.L/financials
06344120,FRES.L,2022,2432990000.0,USD,https://finance.yahoo.com/quote/FRES.L/financials
06344120,FRES.L,2023,2705086000.0,USD,https://finance.yahoo.com/quote/FRES.L/financials
06344120,FRES.L,2024,3496385000.0,USD,https://finance.yahoo.com/quote/FRES.L/financials
06344120,FRES.L,2025,4561231000.0,USD,https://finance.yahoo.com/quote/FRES.L/financials
02670969,GAW.L,2023,470800000.0,GBP,https://finance.yahoo.com/quote/GAW.L/financials
02670969,GAW.L,2024,525700000.0,GBP,https://finance.yahoo.com/quote/GAW.L/financials
